epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,586.606,1.39892,1.71938,1.55802,0.46801,0.53236,0.56269,0.33034,1.36271,2.84326,1.80593,0.00108913,0.00108913,0.00108913
15,628.325,1.38748,1.77794,1.57236,0.50022,0.76391,0.81266,0.4749,1.3206,2.33052,1.76263,0.00107675,0.00107675,0.00107675
16,671.57,1.26311,1.6844,1.49771,0.60594,0.96476,0.78186,0.48416,1.3227,2.39913,1.81315,0.00106437,0.00106437,0.00106437
17,713.339,1.252,1.64985,1.51133,0.76471,0.76566,0.78455,0.45782,1.43355,2.63509,2.00754,0.001052,0.001052,0.001052
18,755.487,1.27622,1.63293,1.5005,0.97275,0.56915,0.71683,0.38624,1.5015,2.72644,2.15025,0.00103962,0.00103962,0.00103962
19,798.449,1.25722,1.52481,1.49626,0.94533,0.5604,0.67074,0.4086,1.30893,2.45875,1.87119,0.00102725,0.00102725,0.00102725
20,839.986,1.2792,1.58497,1.53328,0.76505,0.54167,0.78792,0.49209,1.4763,2.46298,2.06363,0.00101488,0.00101488,0.00101488
21,881.693,1.21743,1.40652,1.41448,0.89985,0.61942,0.89661,0.55272,1.29056,1.8994,1.76374,0.0010025,0.0010025,0.0010025
22,923.159,1.27265,1.43816,1.52842,0.72265,0.66104,0.70916,0.39054,1.4872,2.13206,2.00365,0.000990125,0.000990125,0.000990125
23,964.92,1.27434,1.49094,1.50437,0.78427,0.97391,0.96417,0.56842,1.30624,1.60541,1.77693,0.00097775,0.00097775,0.00097775
24,1007.01,1.20313,1.37143,1.46323,0.72195,0.8482,0.85798,0.51115,1.3384,1.70887,1.81731,0.000965375,0.000965375,0.000965375
25,1048.65,1.19945,1.38349,1.43638,0.76154,0.70316,0.79805,0.53432,1.3134,1.74826,1.79121,0.000953,0.000953,0.000953
26,1091.8,1.11432,1.34167,1.38422,0.91622,0.73746,0.88808,0.54234,1.37517,1.66495,1.81936,0.000940625,0.000940625,0.000940625
27,1134.08,1.11663,1.27228,1.40883,0.78023,0.86325,0.87158,0.54427,1.29543,1.54257,1.72188,0.00092825,0.00092825,0.00092825
28,1175.98,1.16497,1.30825,1.43798,0.73592,0.72482,0.81858,0.4323,1.407,1.57367,1.88247,0.000915875,0.000915875,0.000915875
29,1217.36,1.15467,1.2476,1.35473,0.80209,0.94033,0.98929,0.56153,1.25602,1.3871,1.70883,0.0009035,0.0009035,0.0009035
30,1259.35,1.14725,1.25842,1.38077,0.87863,0.87976,0.9418,0.5653,1.24498,1.43729,1.71794,0.000891125,0.000891125,0.000891125
31,1301.45,1.08103,1.20611,1.3681,0.86279,0.81252,0.92329,0.58632,1.20776,1.38273,1.68846,0.00087875,0.00087875,0.00087875
32,1343.18,1.18281,1.23725,1.41349,0.79842,0.89954,0.93212,0.57242,1.29522,1.32029,1.75259,0.000866375,0.000866375,0.000866375
33,1386.18,1.11374,1.22821,1.37563,0.9657,0.82931,0.92161,0.6026,1.26999,1.36187,1.77893,0.000854,0.000854,0.000854
34,1428.14,1.13951,1.18371,1.39689,0.83102,0.83333,0.81528,0.54042,1.15341,1.41475,1.69937,0.000841625,0.000841625,0.000841625
35,1470.43,1.08268,1.16184,1.36648,0.91175,0.86715,0.94375,0.60762,1.1933,1.32095,1.68388,0.00082925,0.00082925,0.00082925
36,1511.79,1.14366,1.16734,1.41567,0.92873,0.91667,0.98321,0.5597,1.22647,1.18023,1.72132,0.000816875,0.000816875,0.000816875
37,1553.12,1.06487,1.02755,1.33811,0.83412,0.97512,0.98321,0.56461,1.30548,1.14052,1.77064,0.0008045,0.0008045,0.0008045
38,1594.9,1.11981,1.11088,1.36695,0.95913,0.90308,0.97595,0.54223,1.32256,1.17095,1.76041,0.000792125,0.000792125,0.000792125
39,1636.46,1.09874,1.16488,1.38728,0.7305,0.91522,0.89728,0.50168,1.35201,1.42003,1.75085,0.00077975,0.00077975,0.00077975
40,1677.75,1.05138,1.09205,1.32574,0.94183,0.89426,0.97458,0.55287,1.27749,1.34693,1.76059,0.000767375,0.000767375,0.000767375
41,1719.04,1.13468,1.17102,1.40343,0.88681,0.93953,0.98321,0.56448,1.2875,1.19714,1.86034,0.000755,0.000755,0.000755
42,1760.76,1.1018,1.1607,1.3825,0.84581,0.90078,0.9675,0.54349,1.33128,1.23944,1.79337,0.000742625,0.000742625,0.000742625
43,1802.29,1.0306,1.1032,1.31667,0.91973,0.83333,0.95129,0.58139,1.21102,1.15249,1.73626,0.00073025,0.00073025,0.00073025
44,1843.62,1.05916,1.01831,1.34273,0.9514,0.98335,0.995,0.56527,1.24199,1.08285,1.79547,0.000717875,0.000717875,0.000717875
45,1885.15,0.93831,0.90974,1.23888,0.95038,1,0.995,0.58834,1.28279,1.0472,1.8077,0.0007055,0.0007055,0.0007055
46,1926.69,0.97546,1.00549,1.2538,0.85445,0.99225,0.9675,0.60575,1.20906,1.1152,1.71839,0.000693125,0.000693125,0.000693125
47,1968.14,0.97188,1.00051,1.30591,0.93783,0.88107,0.93333,0.59087,1.1613,1.21119,1.6935,0.00068075,0.00068075,0.00068075
48,2009.96,1.0387,0.98935,1.304,0.93504,0.875,0.94022,0.60946,1.17768,1.05996,1.71895,0.000668375,0.000668375,0.000668375
49,2051.49,0.94706,0.89146,1.26696,0.96695,0.93523,0.98167,0.59408,1.18057,0.99078,1.76593,0.000656,0.000656,0.000656
50,2093.58,0.99971,0.93313,1.30127,0.93909,0.95833,0.98929,0.56486,1.2699,0.94437,1.88137,0.000643625,0.000643625,0.000643625
51,2135.81,1.03591,0.92866,1.34558,0.89398,0.94641,0.98929,0.60255,1.1476,1.00995,1.71149,0.00063125,0.00063125,0.00063125
52,2177.28,1.05337,0.96363,1.35487,0.87177,0.88405,0.94016,0.61094,1.17327,1.08852,1.66824,0.000618875,0.000618875,0.000618875
53,2218.67,0.9499,0.90295,1.24939,0.87742,0.86123,0.97329,0.60305,1.19139,1.08915,1.72251,0.0006065,0.0006065,0.0006065
54,2260.27,0.98898,0.89536,1.32322,0.94077,0.875,0.94371,0.60956,1.11344,1.05455,1.66884,0.000594125,0.000594125,0.000594125
55,2301.35,0.9457,0.89779,1.25767,0.95054,0.95833,0.985,0.62707,1.04921,1.05361,1.5304,0.00058175,0.00058175,0.00058175
56,2342.34,0.99972,0.88294,1.29114,0.90926,0.91667,0.95304,0.60829,1.13892,1.05899,1.63781,0.000569375,0.000569375,0.000569375
57,2383.07,0.84375,0.8007,1.1983,0.95201,0.95833,0.98167,0.58329,1.22033,1.03424,1.7456,0.000557,0.000557,0.000557
58,2423.29,0.87135,0.81475,1.20995,0.91759,0.96068,0.98929,0.5895,1.18719,0.98251,1.73699,0.000544625,0.000544625,0.000544625
59,2464.18,0.99286,0.86046,1.3057,0.96511,0.8976,0.97595,0.60083,1.22257,0.97436,1.77201,0.00053225,0.00053225,0.00053225
60,2504.59,0.96248,0.82656,1.27694,0.96442,0.94294,0.985,0.59073,1.33849,0.94675,1.90812,0.000519875,0.000519875,0.000519875
61,2544.99,0.9671,0.84341,1.27974,0.96202,0.95833,0.979,0.57457,1.32556,0.92893,1.85469,0.0005075,0.0005075,0.0005075
62,2585.27,0.92582,0.9106,1.27763,0.96216,0.95833,0.98167,0.58524,1.2036,0.93302,1.79275,0.000495125,0.000495125,0.000495125
63,2625.56,0.88377,0.83615,1.21853,0.97018,0.95833,0.98167,0.60982,1.20848,0.94567,1.77255,0.00048275,0.00048275,0.00048275
64,2665.88,0.9146,0.83654,1.26622,0.91693,0.92587,0.95817,0.60993,1.16922,0.89793,1.75485,0.000470375,0.000470375,0.000470375
65,2706.19,0.84587,0.7732,1.22906,0.91105,0.92576,0.96417,0.59376,1.18109,0.86232,1.80656,0.000458,0.000458,0.000458
66,2746.36,0.85564,0.82451,1.23525,0.95747,0.95833,0.98929,0.59323,1.22553,0.83672,1.8508,0.000445625,0.000445625,0.000445625
67,2786.87,0.86634,0.75446,1.21203,0.97071,0.95833,0.98929,0.55939,1.2608,0.82519,1.84445,0.00043325,0.00043325,0.00043325
68,2827.22,0.82564,0.69889,1.18847,0.96441,0.96141,0.995,0.59159,1.25686,0.89496,1.91559,0.000420875,0.000420875,0.000420875
69,2867.65,0.81224,0.7089,1.1877,0.84026,0.86563,0.93271,0.58775,1.25594,0.95187,1.91835,0.0004085,0.0004085,0.0004085
70,2908.04,0.85608,0.79055,1.2134,0.84139,0.85625,0.93271,0.5704,1.30788,1.02974,1.92471,0.000396125,0.000396125,0.000396125
71,2948.51,0.80318,0.71822,1.17706,0.79219,0.93623,0.90521,0.56195,1.27324,1.02586,1.83907,0.00038375,0.00038375,0.00038375
72,2989.22,0.83754,0.70982,1.21395,0.81449,0.79167,0.85279,0.57856,1.21262,0.98268,1.77553,0.000371375,0.000371375,0.000371375
73,3029.67,0.83798,0.7517,1.2042,0.89752,0.875,0.89636,0.5921,1.17509,0.94765,1.70737,0.000359,0.000359,0.000359
74,3070.19,0.8004,0.72771,1.19931,0.93983,0.91144,0.95752,0.60692,1.17096,0.94682,1.71023,0.000346625,0.000346625,0.000346625
75,3110.95,0.76933,0.67719,1.13523,0.96824,0.92,0.97682,0.59473,1.19039,0.95984,1.77493,0.00033425,0.00033425,0.00033425
76,3151.41,0.75997,0.65521,1.13284,0.95042,0.92067,0.979,0.61085,1.1903,0.95066,1.78426,0.000321875,0.000321875,0.000321875
77,3194.06,0.83208,0.68969,1.19682,0.9318,0.92,0.979,0.59352,1.17693,0.93029,1.76257,0.0003095,0.0003095,0.0003095
78,3235.1,0.75623,0.63982,1.12701,0.96952,0.92074,0.979,0.63182,1.14404,0.91929,1.72236,0.000297125,0.000297125,0.000297125
79,3277.24,0.75642,0.65166,1.14427,0.86054,0.94102,0.95619,0.61548,1.11626,0.90363,1.68956,0.00028475,0.00028475,0.00028475
80,3317.52,0.8322,0.70758,1.19988,0.89218,0.91984,0.96438,0.61357,1.15956,0.90001,1.70334,0.000272375,0.000272375,0.000272375
81,3357.77,0.79902,0.67775,1.18734,0.89552,0.9045,0.96438,0.58542,1.22887,0.89318,1.75466,0.00026,0.00026,0.00026
82,3398.26,0.70085,0.63352,1.12528,0.79312,0.79167,0.85472,0.57101,1.25151,0.86216,1.83475,0.000247625,0.000247625,0.000247625
83,3438.38,0.78531,0.6701,1.18892,0.84561,0.83333,0.89278,0.55745,1.24317,0.84585,1.84757,0.00023525,0.00023525,0.00023525
84,3478.92,0.73595,0.62158,1.14076,0.97953,0.93033,0.985,0.56861,1.24172,0.82467,1.8697,0.000222875,0.000222875,0.000222875
85,3519.44,0.75936,0.62059,1.13533,0.96287,0.95133,0.985,0.5526,1.21278,0.80692,1.87735,0.0002105,0.0002105,0.0002105
86,3560.07,0.67789,0.57621,1.12009,0.97386,0.93478,0.985,0.58004,1.1831,0.79789,1.87413,0.000198125,0.000198125,0.000198125
87,3600.71,0.73175,0.64191,1.12986,0.85048,0.86961,0.8987,0.58667,1.21006,0.81198,1.9359,0.00018575,0.00018575,0.00018575
88,3641.15,0.7003,0.60202,1.12681,0.89788,0.85649,0.90513,0.58512,1.24612,0.82255,1.95874,0.000173375,0.000173375,0.000173375
89,3681.72,0.71804,0.61647,1.12203,0.93171,0.95635,0.97929,0.5655,1.26561,0.80758,1.97584,0.000161,0.000161,0.000161
90,3722.23,0.69761,0.61048,1.13492,0.93985,0.95403,0.985,0.56277,1.31217,0.80578,2.03425,0.000148625,0.000148625,0.000148625
91,3762.69,0.58181,0.5618,1.1394,0.89185,0.85381,0.90446,0.54999,1.34956,0.79658,2.06263,0.00013625,0.00013625,0.00013625
92,3803.52,0.56538,0.54353,1.09158,0.9563,0.95833,0.985,0.5256,1.42579,0.84386,2.12782,0.000123875,0.000123875,0.000123875
93,3843.68,0.54039,0.52552,1.0739,0.96108,0.95833,0.985,0.51695,1.43156,0.85248,2.17999,0.0001115,0.0001115,0.0001115
94,3884.07,0.54945,0.53084,1.06045,0.95959,0.95224,0.979,0.50756,1.36129,0.84886,2.13929,9.9125e-05,9.9125e-05,9.9125e-05
95,3924.89,0.54233,0.51981,1.08363,0.95005,0.95177,0.97682,0.53616,1.27556,0.83954,2.03254,8.675e-05,8.675e-05,8.675e-05
96,3965.02,0.53506,0.53401,1.10226,0.95655,0.95283,0.98167,0.53035,1.26093,0.829,2.00299,7.4375e-05,7.4375e-05,7.4375e-05
97,4006.01,0.49891,0.50045,1.06287,0.88695,0.875,0.90438,0.55502,1.25953,0.82463,1.98946,6.2e-05,6.2e-05,6.2e-05
98,4046.61,0.55994,0.5325,1.13404,0.96784,0.95833,0.985,0.54696,1.2857,0.81141,2.03097,4.9625e-05,4.9625e-05,4.9625e-05
99,4086.87,0.48893,0.49816,1.04761,0.97022,0.95833,0.98929,0.54011,1.29143,0.80205,2.06413,3.725e-05,3.725e-05,3.725e-05
100,4129.02,0.51548,0.50606,1.07569,0.97287,0.95833,0.98929,0.53391,1.3053,0.79163,2.1021,2.4875e-05,2.4875e-05,2.4875e-05
