epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,1012.6,1.09749,0.7736,1.37183,0.90291,0.9101,0.8593,0.39109,1.93009,0.86456,2.76982,0.000481144,0.000481144,0.000481144
69,1024.98,1.1369,0.80766,1.36182,0.93541,0.93232,0.90772,0.40921,1.93523,0.86087,2.76027,0.000466997,0.000466997,0.000466997
70,1037.31,1.14757,0.79164,1.38295,0.94241,0.94747,0.9314,0.41286,2.0255,0.88079,2.84235,0.00045285,0.00045285,0.00045285
71,1049.51,1.10803,0.7974,1.35582,0.90417,0.9101,0.88217,0.39361,2.07676,0.85332,2.90725,0.000438703,0.000438703,0.000438703
72,1062.43,1.07133,0.79506,1.33549,0.86738,0.86566,0.82878,0.38185,2.05655,0.91139,2.79504,0.000424556,0.000424556,0.000424556
73,1075.48,1.07591,0.74729,1.3207,0.83957,0.85051,0.80671,0.38853,2.0169,0.9688,2.73128,0.000410409,0.000410409,0.000410409
74,1091.38,1.04406,0.74361,1.34903,0.8913,0.92284,0.87217,0.3931,1.94075,1.05751,2.6819,0.000396262,0.000396262,0.000396262
75,1105.08,1.08066,0.75764,1.33187,0.82435,0.83535,0.79853,0.40351,1.94529,0.96056,2.61252,0.000382115,0.000382115,0.000382115
76,1118.3,1.06723,0.76773,1.34802,0.87755,0.88788,0.82661,0.40532,1.95321,0.91911,2.64807,0.000367967,0.000367967,0.000367967
77,1130.76,1.08327,0.77133,1.33802,0.89798,0.9101,0.86628,0.39876,1.91939,0.88419,2.6939,0.00035382,0.00035382,0.00035382
78,1143.57,1.10888,0.77331,1.37631,0.87677,0.88598,0.8189,0.36463,2.03456,0.88527,2.86581,0.000339673,0.000339673,0.000339673
79,1156.32,1.02104,0.72868,1.29755,0.89487,0.90303,0.8357,0.36873,2.03571,0.8724,2.89385,0.000325526,0.000325526,0.000325526
80,1168.89,1.05966,0.71792,1.32994,0.93192,0.93427,0.92385,0.39791,1.89658,0.91582,2.7513,0.000311379,0.000311379,0.000311379
81,1181.55,1.01075,0.68918,1.25687,0.91102,0.92436,0.88833,0.37805,1.95795,0.96743,2.82253,0.000297232,0.000297232,0.000297232
82,1193.68,0.99874,0.69558,1.30034,0.91563,0.9101,0.85445,0.37661,1.94218,0.83429,2.79103,0.000283085,0.000283085,0.000283085
83,1206.09,1.06343,0.71586,1.32013,0.87776,0.87273,0.81955,0.36654,2.03836,0.85193,2.88654,0.000268938,0.000268938,0.000268938
84,1218.84,0.99678,0.68532,1.27934,0.91603,0.9101,0.85405,0.37278,2.06925,0.89577,2.99363,0.000254791,0.000254791,0.000254791
85,1231.3,0.99851,0.71016,1.30008,0.9146,0.9101,0.8519,0.37384,1.9815,0.85073,2.94208,0.000240644,0.000240644,0.000240644
86,1244.43,0.96583,0.70458,1.27339,0.8912,0.88788,0.81357,0.37088,1.9198,0.82624,2.80822,0.000226497,0.000226497,0.000226497
87,1255.77,0.95667,0.68732,1.28441,0.91302,0.9101,0.864,0.37735,1.95291,0.8455,2.82063,0.000212349,0.000212349,0.000212349
88,1268.34,0.92249,0.72917,1.24714,0.89752,0.8903,0.84131,0.37094,2.00847,0.87997,2.88806,0.000198202,0.000198202,0.000198202
89,1282.11,0.8881,0.6582,1.24427,0.91297,0.90367,0.84812,0.38356,2.00749,0.87824,2.91469,0.000184055,0.000184055,0.000184055
90,1294.08,0.91706,0.63889,1.23951,0.91382,0.90532,0.85196,0.38383,2.01495,0.86756,2.94198,0.000169908,0.000169908,0.000169908
91,1307.79,0.91102,0.62223,1.41356,0.90991,0.89495,0.85968,0.3862,2.01847,0.82015,2.99848,0.000155761,0.000155761,0.000155761
